fips_code,date,flood,hail,heat,high_wind,hurricane,lightning,other,thunderstorm_wind,tornado,wildfire,winter_storm,total_events,max_magnitude,total_damage,total_injuries,total_deaths,any_storm
48005,2017-08-30,1,0,0,0,1,0,0,0,0,0,0,6,,0.0,0,0,1
48005,2017-12-07,0,0,0,0,0,0,0,0,0,0,1,1,,0.0,0,0,1
48005,2018-01-16,0,0,0,0,0,0,0,0,0,0,1,1,,0.0,0,0,1
48005,2018-02-21,1,0,0,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2018-03-28,1,0,0,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2018-04-06,0,0,0,0,0,0,0,1,0,0,0,2,61.0,0.0,0,0,1
48005,2018-05-26,0,0,0,0,0,0,0,1,0,0,0,1,61.0,0.0,0,0,1
48005,2018-07-13,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2018-07-19,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2018-07-31,1,0,0,0,0,0,0,1,0,0,0,3,56.0,0.0,0,0,1
48005,2018-08-12,0,0,0,0,0,0,0,1,0,0,0,2,56.0,0.0,0,0,1
48005,2018-10-16,1,0,0,0,0,0,0,0,0,0,0,6,,0.0,0,0,1
48005,2018-12-07,1,0,0,0,0,0,0,0,0,0,0,10,,0.0,0,0,1
48005,2018-12-08,1,0,0,0,0,0,0,0,0,0,0,2,,0.0,0,0,1
48005,2018-12-27,1,0,0,0,0,0,0,0,0,0,0,6,,0.0,0,0,1
48005,2019-02-08,0,0,0,0,0,0,0,0,0,0,1,1,,0.0,0,0,1
48005,2019-04-04,0,1,0,0,0,0,0,0,0,0,0,1,0.88,0.0,0,0,1
48005,2019-04-07,0,0,0,0,0,0,0,1,0,0,0,2,52.0,0.0,0,0,1
48005,2019-04-13,0,0,0,0,0,0,0,1,0,0,0,3,61.0,0.0,2,2,1
48005,2019-05-02,0,0,0,0,0,0,0,1,0,0,0,1,65.0,0.0,0,0,1
48005,2019-05-08,0,0,0,0,0,0,0,1,0,0,0,2,61.0,0.0,0,0,1
48005,2019-06-21,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2019-07-09,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2019-07-17,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2019-08-07,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2019-08-17,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2019-08-26,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-01-10,0,0,0,0,0,0,0,0,1,0,0,1,,60000.0,0,0,1
48005,2020-04-19,0,0,0,0,0,0,0,1,0,0,0,1,52.0,0.0,0,0,1
48005,2020-04-29,0,0,0,0,0,0,0,1,0,0,0,1,52.0,0.0,0,0,1
48005,2020-06-20,0,0,0,0,0,0,0,1,0,0,0,1,52.0,0.0,0,0,1
48005,2020-07-10,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-07-11,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-07-13,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-08-13,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-08-15,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-08-16,0,1,0,0,0,0,0,0,0,0,0,1,1.25,0.0,0,0,1
48005,2020-08-27,0,0,0,0,1,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-08-28,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-08-31,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-09-01,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2020-10-23,0,0,0,0,0,0,0,1,0,0,0,1,52.0,0.0,0,0,1
48005,2020-11-19,0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0,0,0
48005,2020-12-01,0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0,0,0
48005,2021-01-10,0,0,0,0,0,0,0,0,0,0,1,1,,0.0,0,0,1
48005,2021-02-14,0,0,0,0,0,0,0,0,0,0,1,2,,0.0,0,0,1
48005,2021-02-16,0,0,0,0,0,0,0,0,0,0,1,1,,0.0,0,0,1
48005,2021-04-07,0,0,0,0,0,0,0,1,0,0,0,1,65.0,0.0,0,0,1
48005,2021-04-09,0,1,0,0,0,0,0,1,0,0,0,2,52.0,0.0,0,0,1
48005,2021-04-30,1,0,0,0,0,0,0,0,0,0,0,4,,0.0,0,0,1
48005,2021-05-09,1,0,0,0,0,0,0,1,0,0,0,6,61.0,0.0,0,0,1
48005,2021-05-10,0,0,0,1,0,0,0,0,0,0,0,1,22.0,0.0,0,0,1
48005,2021-05-19,1,0,0,0,0,0,0,0,0,0,0,3,,0.0,0,0,1
48005,2021-05-20,0,0,0,0,0,0,0,1,1,0,0,2,56.0,30000.0,0,0,1
48005,2021-05-25,1,0,0,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-06-14,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-07-06,0,0,0,0,0,0,0,1,0,0,0,4,56.0,0.0,0,0,1
48005,2021-07-26,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-08-01,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-08-09,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-08-23,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-09-01,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2021-10-27,0,0,0,0,0,0,0,1,0,0,0,1,70.0,0.0,0,0,1
48005,2021-10-28,0,0,0,1,0,0,0,0,0,0,0,1,41.0,0.0,0,0,1
48005,2022-01-06,0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0,0,0
48005,2022-02-01,0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0,0,0
